dim1,dim2,label
-11.32363,73.119644,1
58.583767,19.912739,1
48.61209,58.903202,1
76.842606,-61.207207,1
-46.804947,-14.649013,1
18.304039,-40.049274,1
-1.4388963,31.283045,1
57.520576,20.242218,1
87.78352,30.444597,1
77.15542,-26.997139,1
-35.19419,-13.006733,1
21.327839,25.656124,1
55.21457,19.397734,1
70.301,44.667145,1
-3.132285,-71.28554,1
-56.930737,-21.223976,1
6.4935946,22.709854,1
54.493473,16.500057,1
41.366936,33.46945,1
56.276928,-47.26025,1
-63.08439,-23.417664,1
13.031221,11.10953,1
23.722534,41.64221,1
33.365967,2.1716344,1
15.703984,-26.541204,1
15.263985,57.516014,1
59.772205,14.34833,1
33.45292,9.119144,1
68.111,65.31544,1
48.90493,-62.492516,1
-47.55333,-3.5565834,1
36.29587,-25.148603,1
1.2756946,62.911583,1
61.595055,11.430511,1
41.193016,76.94794,1
13.036912,-67.03992,1
-33.730896,6.016572,1
12.31148,11.015643,1
32.021225,1.3485082,1
44.70907,-13.8315735,1
6.1923246,44.244583,1
21.538465,88.18324,1
33.204823,-78.69267,1
-34.31328,5.2318163,1
25.856209,42.31951,1
46.487873,-0.31492934,1
-10.596098,73.20827,1
57.356976,12.087836,1
48.61209,58.903202,1
76.842606,-61.207207,1
-31.359365,-9.152409,1
47.240807,-14.711416,1
50.361084,-5.3549695,1
-3.0829608,31.731457,1
47.036247,12.508165,1
25.801552,1.6969624,1
87.78352,30.444597,1
77.15542,-26.997139,1
-28.775063,-2.2698479,1
20.755802,26.452477,1
70.301,44.667145,1
-3.132285,-71.28554,1
7.9162097,23.520573,1
40.350876,33.55711,1
55.989307,-48.133984,1
-49.22462,-17.130342,1
23.6819,41.94278,1
51.75569,-5.2753215,1
45.26803,-14.14283,1
15.936822,60.303104,1
61.198383,11.786171,1
68.111,65.31544,1
47.814804,-62.316067,1
-32.118744,5.6458936,1
24.65031,42.18985,1
53.478363,-9.080223,1
46.052467,-1.224718,1
0.78777105,63.285946,1
10.742237,-4.4385877,1
28.626894,1.7004242,1
41.193016,76.94794,1
14.31266,-67.44626,1
-34.465137,4.749274,1
50.866287,-4.7974353,1
3.9686778,45.686172,1
44.516308,9.425175,1
21.538465,88.18324,1
33.098408,-77.494545,1
-33.616905,-16.77285,1
58.11416,-0.73889756,1
-13.064888,71.74526,1
-15.781012,9.880121,1
48.61209,58.903202,1
75.37251,-54.28018,1
-28.057966,-8.696707,1
34.27117,8.169688,1
52.31088,-5.434783,1
-3.39822,29.357512,1
12.795662,-14.483172,1
87.78352,30.444597,1
78.29928,-27.526903,1
-39.555637,-23.755342,1
22.302298,27.38891,1
13.104063,-14.64567,1
70.301,44.667145,1
-2.3403323,-71.82054,1
-23.051035,42.210495,1
41.787003,34.41077,1
56.276928,-47.26025,1
-48.96715,-25.84048,1
12.543981,11.12135,1
23.90864,42.24855,1
16.597187,58.426926,1
61.977192,12.901409,1
44.31595,9.351008,1
68.111,65.31544,1
48.90493,-62.492516,1
-52.72884,-12.985007,1
56.725227,0.47441065,1
1.4206591,62.475098,1
61.290882,12.42409,1
41.193016,76.94794,1
14.733342,-67.91723,1
-65.38837,-7.751889,1
28.592014,1.9595274,1
40.108574,-0.61078984,1
58.690926,2.7459712,1
5.6285005,43.451862,1
58.50384,7.712879,1
41.309998,4.3961306,1
